country,date,Domestic Aviation,Ground Transport,Industry,International Aviation,Power,Residential,country_enc
US,2021-01-18,0.29585,4.60829,2.78367,0.125993,4.25328,2.73835,
US,2021-01-19,0.30318,3.46799,2.77339,0.109247,4.2076,2.81294,
US,2021-01-20,0.294736,3.53099,2.79498,0.110476,4.10776,2.9029,
US,2021-01-21,0.329383,3.91853,2.78675,0.122161,4.08349,2.7708,
US,2021-01-22,0.338326,4.33959,2.85673,0.121472,4.20929,2.79899,
US,2021-01-23,0.295337,4.23857,2.7778,0.124295,4.13167,3.25523,
US,2021-01-24,0.278631,3.86762,2.75126,0.116951,4.12136,3.1993,
US,2021-01-25,0.290615,3.46932,2.73131,0.128531,4.16769,2.98615,
US,2021-01-26,0.289317,3.67464,2.85363,0.104981,4.36005,2.94945,
US,2021-01-27,0.299484,3.64622,2.90191,0.111878,4.52416,3.0847,
US,2021-01-28,0.329057,3.75014,2.9669,0.124567,4.62206,3.42317,
US,2021-01-29,0.343561,4.17796,2.86444,0.120097,4.47325,3.55011,
US,2021-01-30,0.296101,4.15424,2.65186,0.126676,3.91199,3.25188,
US,2021-01-31,0.276195,3.938,2.6778,0.120328,3.84911,3.04553,
US,2021-02-01,0.283016,3.72339,2.68651,0.132965,4.77589,3.13411,
US,2021-02-02,0.287672,3.5413,2.63964,0.100965,4.72143,3.10489,
US,2021-02-03,0.314423,3.52021,2.52499,0.122361,4.52168,3.09709,
US,2021-02-04,0.343735,3.66696,2.46486,0.134438,4.36511,2.93988,
US,2021-02-05,0.353142,4.13841,2.46983,0.132214,4.24479,3.00394,
US,2021-02-06,0.312644,4.02259,2.4484,0.136861,4.27869,3.24922,
US,2021-02-07,0.285215,3.78553,2.53883,0.131007,4.67327,3.59611,
US,2021-02-08,0.313022,4.35396,2.66813,0.126891,5.21406,3.74699,
US,2021-02-09,0.315431,3.78915,2.72126,0.113297,5.23641,3.48639,
US,2021-02-10,0.323664,3.88494,2.75743,0.126185,5.25222,3.50111,
US,2021-02-11,0.3485,4.01839,2.78383,0.134113,5.42011,3.59401,
US,2021-02-12,0.381946,4.31272,2.82011,0.136899,5.66472,3.84564,
US,2021-02-13,0.33607,3.61923,2.73948,0.135455,5.67652,3.97298,
US,2021-02-14,0.272464,3.76526,2.64399,0.121156,5.60528,4.05863,
US,2021-02-15,0.272287,3.82812,2.6543,0.121602,5.72049,4.09979,
US,2021-02-16,0.265784,3.63099,2.46004,0.0998293,5.55981,3.87485,
US,2021-02-17,0.28319,3.64256,2.4989,0.10294,5.65748,4.04775,
US,2021-02-18,0.298838,3.84118,2.51084,0.119073,5.57487,3.75939,
US,2021-02-19,0.341752,4.22186,2.53295,0.111209,5.37259,3.69013,
US,2021-02-20,0.342766,3.92101,2.40627,0.126559,4.69018,3.591,
US,2021-02-21,0.334516,4.29214,2.27774,0.121631,4.22074,3.29214,
US,2021-02-22,0.33793,4.12291,2.28489,0.122275,4.1748,2.71615,
US,2021-02-23,0.342662,4.25576,2.23921,0.105999,3.89248,2.35461,
US,2021-02-24,0.341658,4.13765,2.24272,0.113568,3.59162,2.15027,
US,2021-02-25,0.37259,4.22606,2.37883,0.126949,3.90147,2.37016,
US,2021-02-26,0.385684,4.6244,2.39094,0.121394,3.87003,2.6403,
US,2021-02-27,0.33809,4.23,2.28055,0.133738,3.41007,2.31606,
US,2021-02-28,0.329435,4.24078,2.21772,0.122555,3.09959,2.08781,
US,2021-03-01,0.352639,4.25977,2.83308,0.126912,4.00235,2.40442,
US,2021-03-02,0.353016,4.02018,2.83921,0.112941,4.02516,3.02361,
US,2021-03-03,0.354746,4.02922,2.8231,0.118115,3.95536,2.57894,
US,2021-03-04,0.394089,4.18036,2.66331,0.135329,3.61739,2.4193,
US,2021-03-05,0.419733,4.53958,2.72354,0.129628,3.80857,2.70913,
US,2021-03-06,0.376261,4.0618,2.72519,0.140745,3.57675,2.69814,
US,2021-03-07,0.365864,4.33237,2.56026,0.127232,3.26498,2.74348,
US,2021-03-08,0.387595,4.02798,2.59704,0.137415,3.48682,2.42445,
US,2021-03-09,0.378992,4.182,2.50946,0.113018,3.24347,1.85155,
US,2021-03-10,0.378418,3.95758,2.48764,0.120639,3.12647,1.68482,
US,2021-03-11,0.415841,4.19866,2.66693,0.136655,3.38999,1.5677,
US,2021-03-12,0.448052,4.58631,2.66057,0.138185,3.46616,1.68964,
US,2021-03-13,0.410754,4.17748,2.4613,0.142953,3.08868,2.06196,
US,2021-03-14,0.388496,4.51229,2.34225,0.132404,2.68679,2.05651,
US,2021-03-15,0.374809,4.19052,2.75239,0.141577,3.69321,2.56095,
US,2021-03-16,0.400358,4.31147,2.89578,0.116984,4.04491,2.52108,
US,2021-03-17,0.392404,4.13864,2.70116,0.129766,3.64649,2.25691,
US,2021-03-18,0.42521,4.31382,2.67449,0.139037,3.53633,2.13077,
US,2021-03-19,0.456207,4.69602,2.86875,0.142465,3.70572,2.42025,
US,2021-03-20,0.428593,4.2072,2.59151,0.14349,3.09573,2.37616,
US,2021-03-21,0.412033,4.4138,2.37835,0.135327,2.69886,2.00813,
US,2021-03-22,0.402229,4.41215,2.54198,0.140079,3.15677,1.75976,
US,2021-03-23,0.40285,4.43334,2.65694,0.120501,3.17478,1.632,
US,2021-03-24,0.413076,4.37333,2.64357,0.127356,3.18523,1.51439,
US,2021-03-25,0.435592,4.4024,2.82241,0.141958,3.64426,1.5626,
US,2021-03-26,0.458408,4.77596,2.67886,0.139569,3.41553,1.51913,
US,2021-03-27,0.425295,4.35673,2.59652,0.146922,3.08303,1.50648,
US,2021-03-28,0.398989,4.67786,2.54061,0.136532,2.93726,1.55399,
US,2021-03-29,0.402253,4.35313,2.48498,0.139722,2.87383,1.87681,
US,2021-03-30,0.409769,4.21097,2.54075,0.123715,3.0112,1.61359,
US,2021-03-31,0.4116,4.45467,2.70819,0.128581,3.37346,1.63417,
US,2021-04-01,0.459559,4.52021,2.80393,0.143385,3.50419,2.06208,
US,2021-04-02,0.466855,4.89415,2.57763,0.136317,3.08706,2.31837,
US,2021-04-03,0.429921,4.33522,2.54354,0.148506,2.89859,1.92858,
US,2021-04-04,0.394426,4.40732,2.49849,0.135363,2.74429,1.35999,
US,2021-04-05,0.440227,4.57384,2.51932,0.141203,2.8495,1.08827,
US,2021-04-06,0.433442,4.01463,2.54009,0.127895,2.9185,0.993335,
US,2021-04-07,0.421416,4.51954,2.63284,0.130725,3.07538,0.963907,
US,2021-04-08,0.450326,4.5576,2.7478,0.141053,3.21594,1.01736,
US,2021-04-09,0.460342,4.9689,2.63927,0.13832,3.07734,1.1398,
US,2021-04-10,0.418362,4.74073,2.57761,0.144452,2.97411,1.12565,
US,2021-04-11,0.381512,4.44086,2.5476,0.138988,2.8506,1.18995,
US,2021-04-12,0.430866,4.33641,2.66155,0.144025,3.15453,1.36646,
US,2021-04-13,0.419453,4.25478,2.71162,0.128381,3.26763,1.4064,
US,2021-04-14,0.405762,4.32781,2.80775,0.128686,3.46402,1.46091,
US,2021-04-15,0.435631,4.46696,2.86576,0.139242,3.64183,1.57995,
US,2021-04-16,0.446825,5.0222,2.81423,0.135278,3.53366,1.74679,
US,2021-04-17,0.396963,4.64942,2.5914,0.144132,3.20745,1.66789,
US,2021-04-18,0.395341,4.54242,2.63918,0.13475,3.2045,1.48329,
US,2021-04-19,0.400463,4.41578,2.65194,0.141075,3.25527,1.41005,
US,2021-04-20,0.400769,4.25588,2.75214,0.126478,3.41596,1.56358,
US,2021-04-21,0.398547,4.19571,2.836,0.129023,3.56137,1.83849,
US,2021-04-22,0.439501,4.3179,2.70033,0.143231,3.33015,2.06741,
US,2021-04-23,0.447879,4.67463,2.69027,0.133987,3.29413,1.64702,
US,2021-04-24,0.387168,4.3687,2.69103,0.144474,3.23265,1.3657,
US,2021-04-25,0.397935,4.2672,2.45809,0.13532,2.71541,1.38861,
US,2021-04-26,0.407322,4.14024,2.57574,0.144265,3.01847,1.37898,
US,2021-04-27,0.412549,4.14251,2.60693,0.131817,3.22421,1.04798,
US,2021-04-28,0.401686,4.19347,2.8295,0.132115,3.6066,0.865009,
US,2021-04-29,0.446892,4.30304,2.78858,0.143004,3.65609,0.881371,
US,2021-04-30,0.45843,4.69432,2.75062,0.140416,3.52694,0.95383,
US,2021-05-01,0.395391,4.52986,2.49073,0.146572,2.97457,1.14524,
US,2021-05-02,0.392529,4.37226,2.45274,0.143423,2.9564,0.748252,
US,2021-05-03,0.397069,4.08061,2.70124,0.143306,3.57999,0.816979,
US,2021-05-04,0.392451,4.20787,2.71553,0.129919,3.69826,0.960599,
US,2021-05-05,0.404614,4.38812,2.74978,0.126864,3.78674,1.16069,
US,2021-05-06,0.44327,4.43257,2.67562,0.140992,3.47011,1.24876,
US,2021-05-07,0.468092,4.85228,2.51654,0.142257,3.15698,1.31838,
US,2021-05-08,0.414943,4.56027,2.35072,0.138898,2.76231,1.43161,
US,2021-05-09,0.389492,4.39703,2.46492,0.14061,2.98495,1.40132,
US,2021-05-10,0.422529,4.23668,2.73484,0.144692,3.72141,1.40875,
US,2021-05-11,0.420026,4.28778,2.70718,0.12782,3.72489,1.37188,
US,2021-05-12,0.432309,4.32947,2.68198,0.131782,3.69186,1.3301,
US,2021-05-13,0.465149,4.40676,2.71699,0.143277,3.54384,1.17252,
US,2021-05-14,0.475764,4.87711,2.5402,0.144114,3.24085,0.986331,
US,2021-05-15,0.415244,4.60041,2.50994,0.14206,3.1365,0.89401,
US,2021-05-16,0.407839,4.40405,2.53565,0.141328,3.19266,0.831505,
US,2021-05-17,0.42599,4.2534,2.65947,0.139133,3.55575,0.793002,
US,2021-05-18,0.433543,4.00902,2.67462,0.136034,3.69525,0.689139,
US,2021-05-19,0.438637,4.38033,2.70583,0.131651,3.89057,0.666837,
US,2021-05-20,0.463875,4.52248,2.68392,0.141489,3.83737,0.688884,
US,2021-05-21,0.472022,4.88272,2.60747,0.141091,3.65682,0.708242,
US,2021-05-22,0.413479,4.60411,2.61726,0.147242,3.66398,0.714566,
US,2021-05-23,0.413532,3.95428,2.5779,0.141914,3.722,0.694122,
US,2021-05-24,0.425344,4.35542,2.66606,0.143697,4.00408,0.701544,
US,2021-05-25,0.442617,4.42901,2.7988,0.134484,4.25974,0.67238,
US,2021-05-26,0.445814,4.27679,2.87259,0.133281,4.42132,0.643934,
US,2021-05-27,0.477119,4.7324,2.78275,0.144468,4.15048,0.764831,
US,2021-05-28,0.480603,4.94746,2.64957,0.149316,3.77984,0.996185,
US,2021-05-29,0.420644,4.47342,2.48022,0.145468,3.27991,1.30815,
US,2021-05-30,0.371045,4.26534,2.42903,0.142203,3.18626,1.24024,
US,2021-05-31,0.412947,4.47491,2.53189,0.143794,3.46944,0.934955,
US,2021-06-01,0.424913,4.49943,2.51406,0.130963,4.1266,0.84229,
US,2021-06-02,0.443479,4.24232,2.56166,0.135091,4.32345,0.76372,
US,2021-06-03,0.462374,4.53652,2.57218,0.144668,4.34984,0.735666,
US,2021-06-04,0.494951,5.00364,2.52697,0.14626,4.32873,0.71038,
US,2021-06-05,0.449468,4.71353,2.43717,0.149034,4.20007,0.713568,
US,2021-06-06,0.437059,4.43771,2.40851,0.144157,4.23663,0.739028,
US,2021-06-07,0.449872,4.39177,2.6529,0.148842,5.06604,0.756149,
US,2021-06-08,0.469287,4.53067,2.68055,0.13398,5.09371,0.74726,
US,2021-06-09,0.47187,4.48638,2.72892,0.141527,5.24784,0.740266,
US,2021-06-10,0.500794,4.43413,2.69115,0.148579,5.09262,0.744804,
US,2021-06-11,0.509306,5.0457,2.63742,0.145638,4.82598,0.77536,
US,2021-06-12,0.457553,4.71296,2.65093,0.15179,4.87721,0.723314,
US,2021-06-13,0.448321,4.56213,2.68615,0.145422,4.89314,0.691027,
US,2021-06-14,0.461169,4.32862,2.81415,0.148398,5.29448,0.698561,
US,2021-06-15,0.472743,4.5252,2.80438,0.143284,5.32693,0.706525,
US,2021-06-16,0.481939,4.49222,2.71175,0.144569,4.97913,0.728919,
US,2021-06-17,0.508827,4.5019,2.73856,0.150675,5.03877,0.712266,
US,2021-06-18,0.506809,5.07405,2.77317,0.150026,5.17268,0.685579,
US,2021-06-19,0.458094,4.76599,2.64097,0.15491,4.86454,0.688527,
US,2021-06-20,0.4407,4.53245,2.54749,0.151615,4.63444,0.69235,
US,2021-06-21,0.459144,4.46199,2.61817,0.151843,4.95329,0.726918,
US,2021-06-22,0.481746,4.32381,2.6006,0.146325,4.65251,0.789533,
US,2021-06-23,0.494071,4.38912,2.49615,0.146058,4.29441,0.773622,
US,2021-06-24,0.501846,4.62013,2.60444,0.151135,4.56549,0.70007,
US,2021-06-25,0.511882,5.05313,2.65985,0.151287,4.80188,0.708949,
US,2021-06-26,0.454978,4.74408,2.64371,0.156589,4.83902,0.707382,
US,2021-06-27,0.455641,4.35399,2.75637,0.152188,5.24355,0.706012,
US,2021-06-28,0.46018,4.30443,2.91454,0.152467,5.86669,0.704801,
US,2021-06-29,0.476093,4.55376,3.00615,0.140162,6.0213,0.699408,
US,2021-06-30,0.480959,4.8077,2.96962,0.145597,5.94658,0.692889,
US,2021-07-01,0.5166,4.55457,2.53307,0.15545,5.59336,0.649287,
US,2021-07-02,0.510722,4.88513,2.46492,0.151701,5.10029,0.663243,
US,2021-07-03,0.455528,5.19327,2.34526,0.156092,4.55807,0.690678,
US,2021-07-04,0.393129,4.6014,2.33247,0.150821,4.50351,0.66927,
US,2021-07-05,0.418437,4.74132,2.49643,0.155035,5.12911,0.65091,
US,2021-07-06,0.449737,4.12177,2.6354,0.147217,5.76452,0.64932,
US,2021-07-07,0.464957,4.49843,2.63232,0.144723,5.82827,0.658574,
US,2021-07-08,0.501036,4.5628,2.60242,0.158708,5.61455,0.666212,
US,2021-07-09,0.507457,5.16554,2.49601,0.152718,5.2955,0.643181,
US,2021-07-10,0.473307,4.84281,2.45539,0.157802,4.94932,0.638995,
US,2021-07-11,0.461873,4.38085,2.44097,0.160114,4.88102,0.643123,
US,2021-07-12,0.468279,4.2426,2.57161,0.15701,5.50003,0.645407,
US,2021-07-13,0.490785,4.41915,2.52253,0.148247,5.39287,0.647185,
US,2021-07-14,0.49738,4.2519,2.51081,0.150601,5.34414,0.653439,
US,2021-07-15,0.521836,4.27315,2.54199,0.160601,5.60513,0.656313,
US,2021-07-16,0.512854,4.89142,2.55886,0.158216,5.67223,0.651974,
US,2021-07-17,0.466463,4.58692,2.52843,0.162611,5.3499,0.643546,
US,2021-07-18,0.465128,4.3542,2.53713,0.153813,5.29478,0.639001,
US,2021-07-19,0.465262,4.19297,2.63182,0.161646,5.65405,0.635695,
US,2021-07-20,0.49781,4.53635,2.60689,0.14928,5.70516,0.639312,
US,2021-07-21,0.487139,4.38522,2.58617,0.152602,5.61579,0.646486,
US,2021-07-22,0.525196,3.86201,2.53529,0.155874,5.47125,0.648274,
US,2021-07-23,0.52048,4.84238,2.55252,0.162964,5.46967,0.642865,
US,2021-07-24,0.476068,4.54303,2.58011,0.158852,5.44481,0.640849,
US,2021-07-25,0.466894,4.33866,2.64007,0.152527,5.61585,0.640511,
US,2021-07-26,0.470679,4.19436,2.71474,0.159066,6.14966,0.6412,
US,2021-07-27,0.489078,4.25504,2.76881,0.143537,6.1947,0.635409,
US,2021-07-28,0.50198,4.11132,2.72858,0.152642,6.23198,0.636453,
US,2021-07-29,0.515591,4.31168,2.72784,0.159088,6.18921,0.639453,
US,2021-07-30,0.520898,4.81202,2.61254,0.155819,5.98631,0.639688,
US,2021-07-31,0.474642,4.50885,2.44644,0.16582,5.35294,0.657098,
US,2021-08-01,0.454817,4.51038,2.567,0.155288,5.10324,0.633053,
US,2021-08-02,0.456102,4.37689,2.64245,0.155962,5.41335,0.623192,
US,2021-08-03,0.469462,4.40326,2.64113,0.146771,5.37094,0.623106,
US,2021-08-04,0.480993,4.62893,2.63828,0.14927,5.31215,0.623585,
US,2021-08-05,0.504769,4.21582,2.67474,0.158981,5.3889,0.618571,
US,2021-08-06,0.508945,5.03723,2.69307,0.157073,5.28801,0.615162,
US,2021-08-07,0.456255,4.69511,2.54316,0.16265,4.99252,0.618035,
US,2021-08-08,0.462847,4.43831,2.59207,0.157444,5.1109,0.622619,
US,2021-08-09,0.468279,4.32039,2.73596,0.162583,5.73415,0.622915,
US,2021-08-10,0.481829,4.53005,2.72943,0.152785,5.94399,0.615779,
US,2021-08-11,0.482818,4.41046,2.72586,0.155261,5.95803,0.612678,
US,2021-08-12,0.508141,4.30586,2.75819,0.156971,6.0721,0.613453,
US,2021-08-13,0.511448,4.98825,2.79198,0.157229,6.13761,0.616775,
US,2021-08-14,0.454686,4.67709,2.6907,0.158019,5.58335,0.614178,
US,2021-08-15,0.456098,4.52101,2.58004,0.155378,5.04768,0.616413,
US,2021-08-16,0.471849,4.32555,2.68015,0.161401,5.43198,0.617535,
US,2021-08-17,0.470279,4.29165,2.71838,0.150432,5.51086,0.621363,
US,2021-08-18,0.466987,4.34633,2.72509,0.150394,5.6183,0.632752,
US,2021-08-19,0.504938,4.46335,2.785,0.157129,5.70446,0.642041,
US,2021-08-20,0.510001,4.96933,2.70837,0.162917,5.43365,0.645999,
US,2021-08-21,0.450553,4.65449,2.62867,0.159172,5.18533,0.644051,
US,2021-08-22,0.433046,4.40733,2.54508,0.153481,4.93678,0.638927,
US,2021-08-23,0.456637,4.27115,2.72812,0.157713,5.68695,0.639412,
US,2021-08-24,0.475163,4.67666,2.75258,0.152775,5.70248,0.634271,
US,2021-08-25,0.469659,4.50521,2.84151,0.150943,6.09426,0.628859,
US,2021-08-26,0.503247,4.14777,2.82616,0.161454,6.02126,0.624696,
US,2021-08-27,0.504983,5.04553,2.73478,0.162075,5.90224,0.625385,
US,2021-08-28,0.453165,4.73218,2.64795,0.162615,5.46656,0.627815,
US,2021-08-29,0.431645,4.56907,2.61503,0.154089,5.46383,0.625468,
US,2021-08-30,0.451424,4.41854,2.6731,0.160548,5.89932,0.624279,
US,2021-08-31,0.462768,4.57752,2.60735,0.149931,5.51734,0.634012,
US,2021-09-01,0.467706,4.50107,2.68897,0.159644,5.13658,0.667561,
US,2021-09-02,0.499554,4.32818,2.60102,0.161325,4.73664,0.688592,
US,2021-09-03,0.523386,4.52972,2.63783,0.167015,4.73111,0.701885,
US,2021-09-04,0.459031,4.94139,2.55804,0.165567,4.52316,0.663666,
US,2021-09-05,0.399581,4.69805,2.59359,0.161639,4.59494,0.651627,
US,2021-09-06,0.443627,4.19925,2.63173,0.164755,4.63487,0.644855,
US,2021-09-07,0.447239,4.37975,2.66868,0.155603,4.78182,0.645819,
US,2021-09-08,0.460025,4.42927,2.71747,0.150423,5.03466,0.642096,
US,2021-09-09,0.499499,4.38878,2.77118,0.161188,4.93259,0.658247,
US,2021-09-10,0.512615,5.13437,2.61726,0.160418,4.47973,0.675818,
US,2021-09-11,0.451205,4.70648,2.49989,0.160909,4.1287,0.67878,
US,2021-09-12,0.443024,4.44799,2.58299,0.157981,4.42842,0.654073,
US,2021-09-13,0.464407,4.345,2.75055,0.160603,4.95251,0.668429,
US,2021-09-14,0.459049,4.24249,2.81181,0.153833,5.11383,0.668566,
US,2021-09-15,0.469427,4.53054,2.79687,0.147972,5.07133,0.668421,
US,2021-09-16,0.500683,4.37073,2.69053,0.158748,4.71818,0.688425,
US,2021-09-17,0.51172,5.09766,2.83614,0.163214,4.92008,0.693632,
US,2021-09-18,0.445943,4.66074,2.78254,0.159357,4.7233,0.684719,
US,2021-09-19,0.447857,4.33709,2.6803,0.15697,4.36348,0.688195,
US,2021-09-20,0.471935,4.27714,2.69761,0.165986,4.56456,0.733767,
US,2021-09-21,0.471029,4.35408,2.67208,0.15291,4.51109,0.751441,
US,2021-09-22,0.461757,4.36054,2.64347,0.148481,4.40859,0.817462,
US,2021-09-23,0.502683,4.37199,2.47881,0.162435,3.9829,0.91521,
US,2021-09-24,0.524584,5.00471,2.43695,0.161544,3.73464,0.871691,
US,2021-09-25,0.457451,4.66338,2.44838,0.165084,3.63165,0.857994,
US,2021-09-26,0.453369,4.30502,2.36334,0.159408,3.42527,0.782721,
US,2021-09-27,0.481251,4.22927,2.58604,0.166867,4.054,0.712227,
US,2021-09-28,0.465908,4.27035,2.61942,0.153163,4.20745,0.73022,
US,2021-09-29,0.470998,4.27653,2.58947,0.151583,4.19644,0.885686,
US,2021-09-30,0.506776,4.33736,2.65693,0.164494,4.37007,0.92881,
US,2021-10-01,0.506962,4.81781,2.89463,0.158927,4.46323,0.844845,
US,2021-10-02,0.436868,4.45547,2.83993,0.156873,4.18835,0.747671,
US,2021-10-03,0.435263,4.2772,2.82176,0.154049,4.18046,0.65213,
US,2021-10-04,0.461212,4.19795,2.98746,0.159023,4.60436,0.656574,
US,2021-10-05,0.459192,4.29514,2.83537,0.153084,4.3914,0.686401,
US,2021-10-06,0.463062,4.29546,2.75975,0.14727,4.26835,0.675008,
US,2021-10-07,0.496194,4.52673,2.77785,0.159312,4.3539,0.683137,
US,2021-10-08,0.505464,4.59343,2.76423,0.159317,4.25499,0.689658,
US,2021-10-09,0.440089,4.53339,2.53066,0.159297,3.62385,0.716301,
US,2021-10-10,0.420014,4.20925,2.49834,0.152409,3.52691,0.719675,
US,2021-10-11,0.458051,4.46208,2.67563,0.164097,3.98531,0.749719,
US,2021-10-12,0.475936,4.3317,2.61056,0.15248,3.87749,0.81645,
US,2021-10-13,0.469947,4.53825,2.70138,0.149646,3.93365,0.84501,
US,2021-10-14,0.507092,4.43348,2.77338,0.162882,4.17164,0.802254,
US,2021-10-15,0.515314,4.53029,2.66668,0.162725,3.92031,0.848996,
US,2021-10-16,0.446253,4.60892,2.43372,0.160151,3.36043,0.964496,
US,2021-10-17,0.453508,4.29766,2.38017,0.15838,3.12675,1.21388,
US,2021-10-18,0.47496,4.37263,2.41637,0.162232,3.24513,1.2916,
US,2021-10-19,0.479018,4.33811,2.41631,0.153651,3.22994,1.23215,
US,2021-10-20,0.481873,4.52598,2.55959,0.152406,3.5586,0.952148,
US,2021-10-21,0.506769,4.40174,2.70771,0.164627,3.76506,0.942568,
US,2021-10-22,0.507622,4.74796,2.67289,0.160933,3.82029,1.12662,
US,2021-10-23,0.448251,4.60832,2.5103,0.160615,3.41323,1.33852,
US,2021-10-24,0.440546,4.36914,2.52735,0.157234,3.35637,1.34518,
US,2021-10-25,0.461493,4.52104,2.67843,0.164052,3.72562,1.10253,
US,2021-10-26,0.474094,4.44006,2.48522,0.153269,3.40814,1.29686,
US,2021-10-27,0.461051,4.20964,2.44386,0.149394,3.40078,1.38586,
US,2021-10-28,0.488013,4.28158,2.41086,0.164645,3.31975,1.33655,
US,2021-10-29,0.496094,4.84017,2.4649,0.157417,3.39274,1.30112,
US,2021-10-30,0.426544,4.62341,2.522,0.155793,3.2562,1.34144,
US,2021-10-31,0.39405,4.37063,2.39795,0.152082,3.03906,1.35407,
US,2021-11-01,0.432261,4.30113,2.87954,0.159773,3.74936,1.53565,
US,2021-11-02,0.46295,4.3515,2.97471,0.154174,4.01518,1.75424,
US,2021-11-03,0.470556,4.3341,3.04963,0.151875,4.197,1.94018,
US,2021-11-04,0.507216,4.21329,2.98567,0.16411,4.08335,1.98419,
US,2021-11-05,0.512158,4.77982,2.8784,0.15545,3.81976,1.97331,
US,2021-11-06,0.442115,4.55424,2.69406,0.163221,3.32796,1.89124,
US,2021-11-07,0.414233,4.29673,2.55286,0.159448,3.13025,1.71775,
US,2021-11-08,0.475836,4.09348,2.68129,0.165544,3.41101,1.49763,
US,2021-11-09,0.471804,4.22264,2.84845,0.153726,3.65843,1.38969,
US,2021-11-10,0.472246,4.29662,2.71204,0.154857,3.33262,1.32716,
US,2021-11-11,0.494914,4.28756,2.74975,0.170851,3.35758,1.38593,
US,2021-11-12,0.505756,4.6908,2.7142,0.16339,3.32148,1.4392,
US,2021-11-13,0.43644,4.47221,2.73917,0.171841,3.40954,1.88475,
US,2021-11-14,0.42619,4.34511,2.75481,0.162136,3.41035,2.01537,
US,2021-11-15,0.474176,4.37069,2.91736,0.173292,3.81524,1.92539,
US,2021-11-16,0.477754,4.33284,2.66916,0.158088,3.45416,1.86801,
US,2021-11-17,0.474285,4.42858,2.66471,0.155802,3.27702,1.58297,
US,2021-11-18,0.500275,4.11532,2.80893,0.173751,3.53683,1.65993,
US,2021-11-19,0.523891,4.79258,2.83269,0.165753,3.56841,2.11188,
US,2021-11-20,0.485552,4.55972,2.82943,0.180268,3.68123,2.15558,
US,2021-11-21,0.446282,4.30623,2.68178,0.171569,3.41003,1.89001,
US,2021-11-22,0.466786,4.23473,2.96605,0.172046,3.9098,1.9762,
US,2021-11-23,0.512813,4.39669,2.85954,0.164028,3.80899,2.36818,
US,2021-11-24,0.540498,4.57614,2.75757,0.160903,3.54923,2.17067,
US,2021-11-25,0.387633,4.60969,2.65319,0.167525,3.28633,2.03963,
US,2021-11-26,0.318837,4.35302,2.75393,0.151779,3.46984,2.28036,
US,2021-11-27,0.449027,4.44969,2.82026,0.172703,3.54643,2.37055,
US,2021-11-28,0.508536,4.4343,2.82623,0.16973,3.60527,2.21532,
US,2021-11-29,0.51473,4.53447,2.96566,0.179341,3.93479,2.23029,
US,2021-11-30,0.512908,4.32108,3.00121,0.160214,3.96691,2.15509,
US,2021-12-01,0.517215,4.28674,2.90233,0.170572,3.77983,2.1935,
US,2021-12-02,0.5272,4.32031,2.85212,0.184252,3.54262,1.72985,
US,2021-12-03,0.528237,4.45023,2.82403,0.180523,3.50357,1.9373,
US,2021-12-04,0.46093,4.29991,2.82674,0.186054,3.4868,2.22608,
US,2021-12-05,0.43748,4.28558,2.60344,0.175271,3.10077,2.22053,
US,2021-12-06,0.477488,4.23213,2.83641,0.181097,3.58028,2.09005,
US,2021-12-07,0.492246,4.33404,3.13364,0.168758,4.22492,2.86882,
US,2021-12-08,0.493665,4.33167,3.06327,0.170755,4.11659,2.85757,
US,2021-12-09,0.522437,4.21978,2.88864,0.188513,3.86104,2.64941,
US,2021-12-10,0.529049,4.57164,2.79364,0.180919,3.48538,2.2772,
US,2021-12-11,0.442703,4.33325,2.67486,0.185763,3.15793,1.9816,
US,2021-12-12,0.436356,3.97794,2.64331,0.177647,3.14556,2.47064,
US,2021-12-13,0.484672,4.07036,2.92329,0.184458,3.82046,2.48147,
US,2021-12-14,0.488373,4.13944,2.79783,0.172736,3.59803,2.2582,
US,2021-12-15,0.488218,4.26517,2.67565,0.172414,3.27616,2.02958,
US,2021-12-16,0.526307,4.25273,2.87082,0.18598,3.48078,1.78136,
US,2021-12-17,0.565305,4.65384,2.94921,0.190356,3.67006,2.11075,
US,2021-12-18,0.522145,4.43795,2.84204,0.20188,3.48561,2.39387,
US,2021-12-19,0.49203,4.05828,2.98335,0.190822,3.72007,2.80634,
US,2021-12-20,0.502628,4.17154,3.21016,0.194214,4.22332,3.15297,
US,2021-12-21,0.5253,4.37476,3.15752,0.179065,4.28906,3.02713,
US,2021-12-22,0.541848,4.36491,3.11498,0.186293,4.10538,2.85902,
US,2021-12-23,0.540012,4.19434,2.79723,0.19225,3.69075,2.80351,
US,2021-12-24,0.467456,4.2668,2.52624,0.179099,2.96056,2.29731,
US,2021-12-25,0.324365,4.4046,2.66266,0.160708,3.128,1.96303,
US,2021-12-26,0.411129,4.27436,2.53614,0.175138,2.82656,2.18824,
US,2021-12-27,0.475408,4.18998,2.77936,0.193555,3.39942,2.37063,
US,2021-12-28,0.505781,4.1915,2.76674,0.178635,3.5289,2.4283,
US,2021-12-29,0.507856,4.36851,2.94824,0.176481,3.94518,2.45154,
US,2021-12-30,0.499223,4.39283,2.86281,0.176916,3.82267,2.39904,
US,2021-12-31,0.457537,4.17545,2.63858,0.174962,3.35053,2.16549,
US,2022-01-01,0.336874,3.54769,2.54671,0.169588,3.23851,2.25889,
